message_id,sender_id,message_text,channel
610474dc-42c4-43d4-bc87-15df7ea51dd7,-1001102021238,"ዶክተርስ ኢትዮጵያ

**ወድ የ ዶክተርስ ኢትዮጵያ ቤተሰቦች ፕሮግራማችን ላለፋት 3 ወራት ከ 55 በላይ በ ተለያዩ ከ ህብረተሰቡ  የተሰበሰቡ ጥያቄዎችን መመለስ ችለናል**


ዶክተርሰ ኢትዮጵያ የ ቴሌቪዥን ፕሮግራም ከዚህ የበለጡ ፕሮግራሞችን ወደናንተ ለማድረስ ዝግጅት ላይ በመሆናችን

**ከ ዶክተርስ ኢትዮጵያ ጊዚያዊ ሱቱዲዮ የናንተን ጥያቄዎች እየመለስን እንገኛለን ስለዚህም ነገ እሁድ አዳዲስ ጥያቄዎችን ስለምንቀበል በሚቀጥለው ሳምንት አርብ ምሽት እንዲመለሱ ምትፈልጉትን ጥያቄዎች በማዘጋጀት ይላኩልን**

1. የውስጥ ደዌ ስፔሻሊስት
2. የ ነርቭ ስፔሻሊስት
3. የ አይን ስፔሻሊስት 
4. ፋርማሲስት 
5. የቀዶ ህክምና 
6. የ ጥርስ ሃኪም ስፔሻሊስት
7. ሳይካትሪስት


በነዚህ ዙሪያ ያላችሁን ጥያቄዎች ነገ እሁድ ስለምንሰበስብ በ አጭር ፅሁፍ ከታች ባለው አድራሻ ይላኩልን


09 42 00 33 69 / በ አጭር ፅሁፋ መልክት (SMS) ወይም @DoctorsEthiopia በ ቴሌግራም ይላኩልን 

**የመባ ኢንተርቴይመንት**",DoctorsET
f2c75086-a314-4939-a244-672ad59b970d,-1001102021238,"        💥💥#10,000  subscribers 💥💥

** ውድ የዶክተርስ ኢትዮጵያ 10,000 ቤተሰቦች የ ዶክተርስ ኢትዮጵያ ቤተሰብ ስለሆናችሁ ከ ልብ እያመሰገንን ❤❤❤❤❤❤
ፕሮግራሞቻችንን ይበልጥ አዝናኝ ቁም ነገር አዘል እንዲሁም በ ኢትዮጵያ ከፋተኛ ተወዳጅነትን ከሚያገኙ ፕሮግራሞች መካከል አንደኛ ሆነን ለመገኘት ከየትኛውም ጊዜ በላይ እየሰራን እንገኛለን **


#ዶክተርስ ኢትዮጵያ የናንተው የጤና ፕሮግራም ሲሆን እስካሁን ድረስ  9 ፕሮግራሞችን ማለትም 36 የተለያዮ ከህብረተሰቡ የተነሱ ጥያቄዎችን መልሰናል።

**ከዚህም ቧሃላ በይበልጥ የናንተን ጥያቄ ለመመለስ ዝግጁ መሆናችንን እየገለፅን በቤትዎ ሆነው ሙሉ የ ህክምና መረጃዎችን ወደናንተ እንደምናደርስ እንገልፃለን**

#ለ ፕሮግራማችን መሰካት ስፖንሰር በመሆን አብረው እየሰሩ ሚገኙትን

**የ ኢትዮጵያን ስካይ ላይት ሆቴል**
#ሙሉ የቀረፃ ቦታን በማዘጋጀት ሚያስፈልገንን ነገር በ ከፍተኛ ሁኔታ በማገዝም ጭምር ስለረዱን ከ ልብ እናመሰግናለን 

** ግሬስ LED አድቨርታይዚንግ **

#6ሜትር እርዝመት ያለው ስክሪን በመግጠም እንዲሁም የ ላይት ሲስተም በመግጠም አብረውን በመስራት ላይ ስላሉ ከ ልብ እናመሰግናለን 


**መባ ኢንተርቴይመንት የ ዶክተርስ ኢትዮጵያ አዘጋጅና አቅራቢ ከዚህ የበለጠ አስተማሪና አዝናኝ ፕሮግራሞችን ወደናንተ ይዘን ለመምጣት ከየትኛውም ግዜ በላይ ዝግጁ ነን**

#DoctorsEthiopia 
#MebaEntertainment 

THANK You! 10,000 Sub
❤❤❤❤❤❤❤❤❤❤❤",DoctorsET
2bf9cc83-0ca9-4d85-8bd7-5cc288352365,-1001102021238,"FBC (Fana Broadcasting Corporate S.C.)

**we wish you a happy 25th Anniversary to all Fana Broadcasting corporate on behalf of Meba Entertainment and Doctors Ethiopia.**

Happy Birth Day!
Meba Entertainment ©",DoctorsET
cb77125f-151b-453d-a4ff-116c5ddfc5f4,-1001102021238,"ዛሬ በ ዶክተርስ ኢትዮጵያ 

**እርሶም በ ፋና ቴሌቪዥን ቀርበው መጠየቅ ይፈልጋሉ?**

ምሽት 3:20 በ ፋና ቴሌቪዥን 👇👇👇👇👇👇👇👇 **1 ሰው ይቀላቅሉ**
https://t.me/joinchat/AAAAAEGvgnYXOueEE2wSKg


የ ዛሬው ውድድር 
**ዶክተርስ ኢትዮጵያ ፕሮግራም ሲጀምር ፎቶ እራሶን በማንሳት ቀድመው ለሚልኩ የ ዶክተርስ ኢትዮጵያ ቤተሰቦች የተለያዮ ሽልማቶችን አዘጋጅተናል**

🛑ቀድመው ለሚልኩ ብቻ ስለሆነ ቶሎ ይላኩ
@DoctorsEthiopia 👈👈 በ ዚህ አካውንት ይላኩ",DoctorsET
118b7bbf-30cb-4c8a-ab41-6752f7e84673,-1001102021238,"**ዶክተርስ ኢትዮጵያ **Doctors Ethiopia 

 ዘወትር አርብ ምሽት 3:15 በ ፋና ቴሌቪዥን 
💥💥💥💥**ይወዳደሩ ያሸንፉ**🔥🔥

**በተከታታይ  5 ግዜ  ለሚያሸንፉ ነፃ ህክምና 
ቀድመው ለሚልኩ 5 ሰዋች ሽልማቶችን አዘጋጅተናል **

ፉና ቴሌቪዥን // ዶክተርስ ኢትዮጵያ 
       አርብ ምሽት 3:15",DoctorsET
64c69e69-f740-4ca0-968f-e9ea0a7654a5,-1001102021238,"ዶክተርስ ኢትዮጵያ የሚያሻለሙ ውድድሮችን አዘጋጅተናል 

ስለሆነም የ ዛሬው ውድድር በመቀላቀል የተለያዮ ውድድሮችን ያሸንፉ

**1, ዶክተርስ ኢትዮጵያ ቤተሰቦች ከ ይትኛውም የ ኢትዮጵያ ክፍሎች ያላችሁ የ ዶክተርስ ኢትዮጵያ ፕሮግራማችን ሲጀምር እራሳችሁን ፎቶ በማንሳት ይላኩልን ( ቲቪውን ከጀርባ በማድረግ ራሳችሁን ማንሳት ትችላላችሁ )**

ቀድመው ለላኩን 5   የ ዶክተርስ ኢትዮጵያ ቤተሰቦች  ሽልማቶችን ያገኛሉ 🔥

**በተከታታይ 5 ግዜ ውድድሮች ለሚያሸንፉ የ ዶክተርስ ኢትዮጵያ ቤተሰቦች ነፃ ህክምና በ ዶክተርስ ኢትዮጵያ ሃኪሞች ያገኛሉ**

#ይወዳደሩ #ያሸንፉ
ሲወዳደሩ በ ፌስ ቡክ (FaceBook)
YouTube 
Instagram 
Tikto 
**የዶክተርስ ኢትዮጵያ ቤተሰብ መሆን አለባቹ**

@DoctorsET1  👈👈👈 በ ዚህ አካውንት ቀድመው ይላኩ ያሸንፉ",DoctorsET
fa5ceaee-a22e-4258-b050-d09657bbec9e,-1001102021238,"               ዶክተርስ ኢትዮጵያ 
  ውድ የዶክተርስ ኢትዮጵያ ቤተሰቦች 

**በ ዮቲዮብ ሰብስክራይብ በማድረግ አዳዲስ ቪዲዮችን ይመልከቱ** 

በቅርብ ቀን በ መባ ኢንተርቴይመንት እና ዶክተርስ ኢትዮጵያ ሽልማት የሚያስገኙ ውድድሮችን ስላዘጋጀን ** ዮቲዩብ ላይ ሰብስክራይብ ያድርጉን**
#Subscribe #like #share #comment 

**Doctors Ethiopia** ብለው ቢፈልጉን ያገኙናል
☝☝☝ ወይንም ከታች ያለውን ሊንክ ይጫኑት👇👇👇
https://youtu.be/MKVC3BRBf0o",DoctorsET
a721465c-83e8-4dd9-83c3-10bd01b8e642,-1001102021238,"ዶክተርሰ ኢትዮጵያ 
ሼር ያድርጉ @DoctorsET
    መልካም ምሽት",DoctorsET
12f81715-64ec-4639-9613-4deb8ecfc3c8,-1001102021238,"የ ብዙወቻችን ጥያቄ የሆነው ነስር መንስኤው ምንድን ነው?ለከፋ ህም ያጋልጥ ይሆን? ዶክተርስ ኢትዮጵያ በ ቅርብ ቀን

 በ ቴሌግራም ይቀላቀሉን👇👇 https://t.me/joinchat/AAAAAEGvgnYXOueEE2wSKg

Subscribe us on #YouTube 👇👇
https://youtu.be/N1pZkwamnGM

Follow us on #Facebook 👇👇 
https://www.facebook.com/DocotrsET/ 23,000+ Follower's 

Follow us on Instagram 
@Doctors Ethiopia 

Follow us on Tiktok👇👇
https://vm.tiktok.com/ZSQymPXJ/

**በ ሁሉም የ ዶክተርስ ኢትዮጵያ ቻናሎች ቤተሰብ ይሁኑ ሼር በማድረግ ሌሎችንም ይጋብዙ**

ሁላችንም አንድ አንድ ሰው እንጋብዝ",DoctorsET
bacf6d89-d271-40b3-ab27-f0dd92f85f63,-1001102021238,"**በ ኮሮና ቫይረስ ምክንያት ቢዝነሶ ቀንሷል**

**አዲስ ስራ ለመጀመር አስበዋል**

**የቢዝነስ አማካሪ አቶ ሮቤል**

**በትንሽ ብር ብዙ ማትረፍ ይችላሉ**

#ሊንኩን ይጫኑ   #ሰብስክራይብ #ኮሜንት

        **ማድረግ አይርሱ**

Watch ""Doctors Ethiopia :  FANA TV በቀን ከ 5000ሺ ብር በላይ ሊሰሩ የሚችሉበት የቢዝነስ ሃሳቦች በ ቢዝነስ አማካሪዎች ክፍል 1"" on YouTube
https://youtu.be/N1pZkwamnGM",DoctorsET
ca9721eb-57dd-48db-8e94-c418a644ea79,-1001102021238,"ስለ ወሊድ መቆጣጠሪያ ያሎትን ማንኛውም አይነት ጥያቄ ይጠይቁ

#ከዚህ በፊት የሰሙት ጥያቄ የፈጠረቦት ወይንም ስለ ወሊድ መቆጣጠሪያ ሰምተው እውነት ይሁን ብለው ያሰቡት ማንኛውንም አይነት ጥያቄ  ኮሜንት  ላይ ያስቀምጡልን 

@DoctorsET
@Habeshawifilms",DoctorsET
d53efa65-35f2-4456-baa7-04d50251a55e,-1001102021238,"በዚህ ሳምንት አርብ ምሽት 3:00
 ዶክተርስ ኢትዮጵያ  በ  ፋና ቴሌቪዥን 

#የተለያዮ ርዕሰ ጉዳዮች ይነሳሉ 
#የ ሳምንቱ እንግዳዎች ጋር

** Doctors Ethiopia **
** Grace LED Advertising **
** Ethiopian Skylight Hotel**

ሼር ያድርጉ👇
https://t.me/joinchat/AAAAAEGvgnYXOueEE2wSKg",DoctorsET
9810948b-e9f8-4991-8d4b-a99d7abbdf48,-1001102021238,"ስለ ወሊድ መቆጣጠሪያ ያሎትን ማንኛውም አይነት ጥያቄ ይጠይቁ

#ከዚህ በፊት የሰሙት ጥያቄ የፈጠረቦት ወይንም ስለ ወሊድ መቆጣጠሪያ ሰምተው እውነት ይሁን ብለው ያሰቡት ማንኛውንም አይነት ጥያቄ  ኮሜንት  ላይ ያስቀምጡልን 

@DoctorsET
@Habeshawifilms",DoctorsET
98d29e11-72ba-45ac-a9ba-51275fb9ac64,-1001102021238,"አሁን በ ዶክተርስ ኢትዮጵያ 
🔥ፋና ቴሌቪዥን ይመልከቱ🔥
ፕሮግራማችን በፊት ከሚታይበት ቀድሞ    ስለጀመረ አሁኑኑ ይመልከቱ

Doctors Ethiopia",DoctorsET
bf7c967b-e727-46e3-b772-e4df8162212e,-1001102021238,"የዶክተርስ ኢትዮጵያ ስፖንሰር 
#ግሬስ LED አድቨርታይዚንግ 

በከተማችን ትልልቅ ስክሪኖችን በመግጠም የሚታወቀው #ግሬስ LED አድቨርታይዚንግ 

ማንኛውንም አይንት #LED ስክሪኖችን በ ፈለጉት ሳይዝ ያገኛሉ እንዲሁም  ለ ቢሮ ለ ሬስቶራንቶች እና ለተለያዩ ድርጅቶች በተመጣጣኝ ዋጋ #LED የ ማስታወቂያ መብራቶችን እና የተለያዮ እቃዎችን ያገኛሉ !

መተው ይጎብኙን ይደሰቱብናል
#አድራሻ ቦሌ መድሃኒአለም አለፍ ብሎ ሸገር ህንፃ ፊት ለ ፊት 
ለበለጠ መረጃ ለ አድሚኖች ወይንም በ 09 47 74 60 70 ይደውሉልን 
#Grace LED Advertising sponsor of #Doctors Ethiopia.",DoctorsET
70702bab-6a37-4189-9877-9461713918bc,-1001102021238,"ውድ የዶክተርስ ኢትዮጵያ ቤተሰቦች የለፈው አርብ በ ፋና ቲቪ ሰለ ስንፈተ ወሲብ እና መንስኤዎቹ በተለያየ ምክንያት ያላያቹ በ ዮ ቲውብ (YouTube) Doctors Ethiopia በመግባት ክፍል 1 ማየት የምችሉ ሲሆን ክፍል 2 በቅርብ ቀን በ ዛው YouTube ቻናላችን ላይ ያገኙታል

 ፕሮግራማችን አርብ እለት ከታየ ቦሃላ የ ብዙ ሰው ችግር መሆኑን በ ስልክ መስመራችን እንዲሁም በ Text በጣም ሚያሳዝኑ እና አስደንጋጭ ሁኔታዎችን ሰምተናል ይህ ደሞ በ አብዛኛው ሰው ዘንድ ውስጥ ችግር  እንዳለ ለማየት ችለናል

ፖርኖግራፊ ወይም ስሜት ቀስቃሽ ምስሎችን መመልከት ለ ስንፈተ ወሲብ ይረዳል የሚሉ ፁሁፎች በተለይም ራስን በ ራስ ማርካት(ሴጋ) ጥቅም አለው የሚሉ ሀሰተኛ መረጃዎች ትውልድን እየጨረሱ ይገኛሉ እነዚህ ነገሮች ይበልጥ ለ ስንፈተ ወሲብ የሚያጋልጡ የ ትዉልድ ጠንቅ ናቸው ! 

የፓርኖግራፊ ሱስ ከ የትኛውም አደንዛዥ እፅ በላይ አይምሮዋችንን የመጉዳት አቅሙ ከፍተኛ ነው በተለይም በአሁኑ ሰዐት ሴት እህቶቻችን የሚደፈሩበት ፆታዊ ጥቃት የሚደርስባቸው በዚ ሱስ የተጠመዱ ጊዚያዊ ፍላጎታቸውን ለማግኘት የሚሮጡ አጥፊዎች እና በዚ ሱስ የተጠመዱ ሰዎች ናቸው!!

ትውልድን እንታደግ ከ ኮሮና በላይ በዚህ ሰዐት አለም አቀፉ ወረርሽኝ የሆነው የ ፖርኖግራፊ እና ማስተርቤሽን እንደ ሃገር መፍትሔ ተሰጥቶት መቆም ካለበት ዋና ጉዳዮች አንዱ ነው!

በተለይም በ ሶሻል ሚዲያ በ Instagram, Facebook, Telegram  እና ሌሎችም በ ግልፅ ቻናሎችን ከፍተው የ ብዙ ሰዎችን ህይወት እየቀጠፉ ያሉ በተለይም ዘመናዊነትን በመሰለ መልኩ ከዚህ በፊት በ ውጩ አለም ምናያቸው አሁን ግን በ ኢትዮጵያ ፊልሞች ላይ ፣ በ ሶሻል ሚዲያ ፎቶዎች ላይ እያየን ያለውን ትውልድን አሳስቆ እየቀጠፈ ያለ ይህ አስከፊ ወረርሽኝ እንዲቆም ወላጆች ልጆቻችሁን ልትመለከቱ በ ሶሻል ሚዲያዎች ላይ የሚያዮትን ነገር  ልትቆጣጠሩ ይገባል!

በዚህ ዙሪያ የ ዶክተርስ ኢትዮጵያ የ ቴሌቪዥን ፕሮግራም በ ቅርብ ቀን በ ተጠኑ ፅሁፎች እና ማስረጃዎች ስለ ስንፈተ ወሲብ እና ተያያዥ ጉዳዮች በ ድጋሚ በ ሰፊ ሰዐት ለማቅረብ ዝግጅት  ላይ መሆናችንን እንገልፃለን 

ከዚ ችግር ለመውጣት ቀላሉ መንገድ ውሳኔ ነው
በዚህ ዙሪያ ምክር እና እርዳታ ለምፈልጉ ለ ዶክተርስ ኢትዮጵያ ፕሮዲወሰሮች ለ መባ ኢንተርቴይመንት አድሚኖች መልክት መላክ ይችላሉ !

Doctors Ethiopia ©
የMeba Entertainment ©",DoctorsET
5616288f-7880-431a-85f4-ae1603bf6e32,-1001102021238,"ማንኛውንም አይነት የ ጤና ጥያቄ ከየትኛውም ሀገር ሆናችሁ በ ቪዲዮ ብትልኩልን ጥያቄዎችን በ ፋና ቴሌቪዥን በ ዶክተርስ ኢትዮጵያ ስፔሻሊስት ሃኪሞች መልስ እንሰጣለን

#1 ደቂቃ የሚሆን ቪዲዮ ከታች በ ተቀመጠው መስፈርት መሰረት መላክ ይችላሉ

እኔ( ስሞን መጠቀም ይችላሉ)....... ዶክተርስ ኢትዮጵያን መጠየቅ ምፈልገው ............ በማለት ጥያቄዎን ይላኩ!!

🚫 1 ደቂቃ የማይበልጥ በ ቪዲዮ ይላኩልን 🚫
በ ቴሌግራም (Telegram)
በ ፌስቡክ ( Facebook )
ኢንስታግራም (Instagram)
@DoctorsET ይላኩልን

የMeba Entertainment legal Producer of Doctors Ethiopia ©",DoctorsET
b586dba3-3525-4e60-8792-f69560c60c79,-1001102021238,"አርብ  ምሽት 3:30 በ ፋና ቴሌቪዥን 

ቀን በ ቀን የምንጠቀምበት የ ሞባይል ስልኮች ሱስ ሆነውብን ይሆን?

#የሞባይል ሱስ(Addiction)
 ከ አደንዛዥ እፅ በላይ አይምሮን እንደሚጎ ያቃሉ?

ብዙ ርዕሰ ጉዳዮች ይነሳሉ 
#ሼር ማድረግ አይርሱ
Doctors Ethiopia ©
የMeba Entertainment ©
👇👇👇
@DoctorsET",DoctorsET
6824a7f9-aee7-4b46-83fd-1cb1ea1a3d51,-1001102021238,"#YouTube 
ዶክተርስ ኢትዮጵያ ዘወትር አርብ ምሽት 3:30 በ ፋና ቲቪ 👇👇Episode 1 part 2
@DoctorsET   👈👈 ይጫኑት
#ማስክ ማድረግ ለ ሌላ የጤና ችግር ያጋልጣል ?
https://youtu.be/XMdI2vHUvyQ",DoctorsET
018f1dd9-f494-48e6-bdb8-4eac235b50b2,-1001102021238,"ዶክተርስ ኢትዮጵያ ዮቲውብ ላይ በመግባት ሰብስክራይብ ላይክ ኮሜንት በ ማድረግ የ ዶክተርስ ኢትዮጵያ ቤተሰብ ይሁኑ
ማንኛውም የ ጤና ጥያቄ
09 42 00 33 69
0114 62 60 28
መደወል ይችላሉ
❤ሰብስክራይብ ማድረግ አይርሱ❤

Watch ""Doctors Ethiopia: ለምን በዚህ ክረምት ብዙ ሰው በ ኮሮና ሞተ ኮሮና ቫይረስ ከ አየር ሁኔታ ጋር ምን ግኑኝነት አልው?Episode 1//part 1"" on YouTube
https://youtu.be/qwoF_NsO7PY",DoctorsET
